,OrgPos,Page,KeyFrom,NodeFrom,Edge,NodeTo,KeyTo
1263,1342.0,,1342,Spinneret absent; pharynx not denticulate; not marine,Spinneret absent; pharynx not denticulate; not marine,"Head with entire or 3-parted lip region; amphid small, at lips; nema not cephalated, exc. Acrobeles insubricus .",1345
1264,1343.0,,1345,Head with 6 biting odontia; amphid round; nema cephalated exc.,Head with 6 biting odontia; amphid round; nema cephalated exc.,Teratocephalus palustris ... . .. . ......... .. . ... .. . ..,1344
1265,1344.0,,1344,Teratocephalus palustris ... . .. . ......... .. . ... .. . .. ,Teratocephalus palustris ... . .. . ......... .. . ... .. . .. ,Teratocephalus de Man 1876,Teratocephalus de Man 1876
1266,1345.0,,1345,"Head with entire or 3-parted lip region; amphid small, at lips; nema not cephalated, exc. Acrobeles insubricus .","Head with entire or 3-parted lip region; amphid small, at lips; nema not cephalated, exc. Acrobeles insubricus .",Probolae present; in soil •,1348
1267,1347.0,,1348,Probolae absent; cephalic appendages O or in 1 circlet .......... . ........ . .. . ,Probolae absent; cephalic appendages O or in 1 circlet .......... . ........ . .. . ,Panagrolaimus Fuchs 1930,Panagrolaimus Fuchs 1930
1268,1348.0,,1348,Probolae present; in soil •,Probolae present; in soil •,Cephalic appendages in 1 circlet .... . . .. ...... .... ................. . ........ .,1350
1269,1349.0,,1350,Cephalic appendagtis in 2 circlets . . .. . . . . ..... .... .. ....... .................... ,Cephalic appendagtis in 2 circlets . . .. . . . . ..... .... .. ....... .................... ,Acrobeles Lmst. 1877,Acrobeles Lmst. 1877
1270,1350.0,,1350,Cephalic appendages in 1 circlet .... . . .. ...... .... ................. . ........ . ,Cephalic appendages in 1 circlet .... . . .. ...... .... ................. . ........ . ,Cephalobus Bast. 1865 (=Acrobeloides (Cobb) Steiner & Biihrer 1933),Cephalobus Bast. 1865 (=Acrobeloides (Cobb) Steiner & Biihrer 1933)
1271,1352.0,,1352,Ovaries 2 (for alternative see preceding page),Ovaries 2 (for alternative see preceding page),Gonads 9 reflexed,1371
1272,1353.0,,1371,Gonads 9 outstretched,Gonads 9 outstretched,Amphid circular,1357
1273,1354.0,,1357,"Amphid multispire; striae fine; pharynx small, cup-shaped","Amphid multispire; striae fine; pharynx small, cup-shaped",Pharynx without transverse cuticularized rings; spinneret present or not,1359
1274,1355.0,,1359,Male ventral pre-anal supplementary organs small ....................... ,Male ventral pre-anal supplementary organs small ....................... ,(Parasabtieria de M;an 1907),(Parasabtieria de M;an 1907)
1275,1357.0,,1357,Amphid circular,Amphid circular,Pharynx without transverse cuticularized rings; spinneret present or not,1359
1276,1358.0,,1359,"Pharynx obconoid, cutic. rings 1 or more; spinneret pres.; brackish soil. .. ","Pharynx obconoid, cutic. rings 1 or more; spinneret pres.; brackish soil. .. ",(Desmolaimus de Man 1880),(Desmolaimus de Man 1880)
1277,1359.0,,1359,Male supplementary organs none ...... .. ....... ... .......... .. ........ .. ,Male supplementary organs none ...... .. ....... ... .......... .. ........ .. ,(Sabatieria de.Rouville 1903),(Sabatieria de.Rouville 1903)
1278,1359.0,,1359,Pharynx without transverse cuticularized rings; spinneret present or not,Pharynx without transverse cuticularized rings; spinneret present or not,Pseudochromadora Daday 1901,Pseudochromadora Daday 1901
1279,1360.0,,1363,Habitat not marine; cephalic setae 0,Habitat not marine; cephalic setae 0,"Spinneret absent; head without ""wm-ts""; bursa present; in moss ...... . . . .",1362
1280,1361.0,,1362,Spinneret present; head with 4 circular ''warts''; in fresh water ........ . ,Spinneret present; head with 4 circular ''warts''; in fresh water ........ . ,"Spinneret absent; head without ""wm-ts""; bursa present; in moss ...... . . . .",1362
1281,1362.0,,1362,"Spinneret absent; head without ""wm-ts""; bursa present; in moss ...... . . . .","Spinneret absent; head without ""wm-ts""; bursa present; in moss ...... . . . .", Himatidiophila Rahm 1925, Himatidiophila Rahm 1925
1282,1363.0,,1363,Habitat marine; striae fine; cephalic setae present,Habitat marine; striae fine; cephalic setae present,The pharynx minute or none,1368
1283,1364.0,,1368,"The pharynx obconoid, with cylindroid vestibule","The pharynx obconoid, with cylindroid vestibule",Base pharynx not cuticularized; head ±conoid; lips if everted knob-like,1367
1284,1365.0,,1367,Base pharynx cuticularized; head ±cylindroid; cardiac bulb valvate . . . ,Base pharynx cuticularized; head ±cylindroid; cardiac bulb valvate . . . ,Metalinhomoeus de Man 1907 (cf. Deltanema Kreis 1929),Metalinhomoeus de Man 1907 (cf. Deltanema Kreis 1929)
1285,1367.0,,1367,Base pharynx not cuticularized; head ±conoid; lips if everted knob-like ,Base pharynx not cuticularized; head ±conoid; lips if everted knob-like ,Cryptolaimus Cobb 1933,Cryptolaimus Cobb 1933
1286,1368.0,,1368,The pharynx minute or none,The pharynx minute or none,"Cardiac bulb broad, valvate; ceph. set. 4; nema tapering, tail setaceous",1370
1287,1369.0,,1370,Cardiac swelling not strongly developed; ceph. set. 8-10; nema not tapering ,Cardiac swelling not strongly developed; ceph. set. 8-10; nema not tapering ,Linhomoeus Bast. 1865,Linhomoeus Bast. 1865
1288,1370.0,,1370,"Cardiac bulb broad, valvate; ceph. set. 4; nema tapering, tail setaceous ","Cardiac bulb broad, valvate; ceph. set. 4; nema tapering, tail setaceous ",Terschellingia de Man 1888,Terschellingia de Man 1888
1289,1371.0,,1371,Gonads 9 reflexed,Gonads 9 reflexed,Habit free-living,1373
1290,1372.0,,1373,"Habit parasitic, in insects; oesophagus without median bulb ............ . ","Habit parasitic, in insects; oesophagus without median bulb ............ . ",Neoaplectana Steiner 1929,Neoaplectana Steiner 1929
1291,1373.0,,1373,Habit free-living,Habit free-living,Spinneret present,1377
1292,1374.0,,1377,Spinneret absent; cephalic setae 0; in soil and fresh water,Spinneret absent; cephalic setae 0; in soil and fresh water,Nema not cephalated; lip region not lobate; bursa present .. ........ .. ....,1376
1293,1375.0,,1376,"Nema cephalated, exc. T. palustris; lip reg. lobed, with 6 biting odontia .. ","Nema cephalated, exc. T. palustris; lip reg. lobed, with 6 biting odontia .. ",Teratocephalus de Man 1876,Teratocephalus de Man 1876
1294,1376.0,,1376,Nema not cephalated; lip region not lobate; bursa present .. ........ .. .... ,Nema not cephalated; lip region not lobate; bursa present .. ........ .. .... ,Himatidiophila Rahm 1925,Himatidiophila Rahm 1925
1295,1377.0,,1377,Spinneret present,Spinneret present,"Cephalic setae present; head without ""warts""",1379
1296,1378.0,,1379,"Cephalic setae 0; head with 4 circular ""warts""; in fresh water . .. . ........","Cephalic setae 0; head with 4 circular ""warts""; in fresh water . .. . ........", Pseudochromadora Daday 1901, Pseudochromadora Daday 1901
1297,1379.0,,1379,"Cephalic setae present; head without ""warts""","Cephalic setae present; head without ""warts""",Habitat marine,1381
1298,1380.0,,1381,Habitat fresh water or soil; amphid circular to monospiral. ........ ..... ....... . ,Habitat fresh water or soil; amphid circular to monospiral. ........ ..... ....... . ,Plectus Bast. 1865,Plectus Bast. 1865
1299,1381.0,,1381,Habitat marine,Habitat marine,"Lips more than 2, mouth not a slit; ""pseudonchs"" absent",1383
1300,1382.0,,1383,"Lips 2, mouth a dorso-ventral slit; ""pseudonchs"" dorso-ventral ridges ....","Lips 2, mouth a dorso-ventral slit; ""pseudonchs"" dorso-ventral ridges ....", (Pseudonchus Cobb 1920), (Pseudonchus Cobb 1920)
1301,1383.0,,1383,"Lips more than 2, mouth not a slit; ""pseudonchs"" absent","Lips more than 2, mouth not a slit; ""pseudonchs"" absent",Amphid circular or monospiral,1389
1302,1384.0,,1389,Amphid multispire •,Amphid multispire •,"Pharynx simply conoid, regular, without tooth-like projections",1386
1303,1385.0,,1386,"Pharynx irregular, with tooth-like projectioru!. .. .... . . . ........ .... ....... .","Pharynx irregular, with tooth-like projectioru!. .. .... . . . ........ .... ....... .", Zalonema Cobb 1920, Zalonema Cobb 1920
1304,1386.0,,1386,"Pharynx simply conoid, regular, without tooth-like projections","Pharynx simply conoid, regular, without tooth-like projections",Head not set off; striae extending to lips; neck 6--7%; onchium minute .... . . .,1388
1305,1387.0,,1388,Head set off by absence of striae ......... . ......... .... .......... . ,Head set off by absence of striae ......... . ......... .... .......... . ,Heterodesmodora Micol. 1924,Heterodesmodora Micol. 1924
1306,1388.0,,1388,Head not set off; striae extending to lips; neck 6--7%; onchium minute .... . . . ,Head not set off; striae extending to lips; neck 6--7%; onchium minute .... . . . ,Spirina Fil. 1918 ( =Spira Bast. 1865),Spirina Fil. 1918 ( =Spira Bast. 1865)
1307,1389.0,,1389,Amphid circular or monospiral,Amphid circular or monospiral,The pharynx not denticulate; both ovaries developed,1392
1308,1391.0,,1392,The pharynx denticulate; post. ovary undev.; striae of dots; wings pres ... ,The pharynx denticulate; post. ovary undev.; striae of dots; wings pres ... ,(Dasylaimus Cobb 1933),(Dasylaimus Cobb 1933)
1309,1392.0,,1392,The pharynx not denticulate; both ovaries developed,The pharynx not denticulate; both ovaries developed,"Dorsal pharyng. wall thick, tooth-like; amph. monospire at lips; ceph. set. 4; renette far back",1401
1310,1393.0,,1401,Dorsal pharyngeal wall not thickened; amphid not at lips,Dorsal pharyngeal wall not thickened; amphid not at lips,Neck under 7%; wings 0; amphid spiral,1397
1311,1394.0,,1397,Neck 14-21%; wings present; amphid long-oval; head set off by groove at 4 cephalic setae,Neck 14-21%; wings present; amphid long-oval; head set off by groove at 4 cephalic setae,Length of neck 21 %; amphid 2 head-widths back ..........................,1396
1312,1395.0,,1396,"Length of neck 14-16%; amphid large, ½ head-width back .. ...... . .","Length of neck 14-16%; amphid large, ½ head-width back .. ...... . .", Eutelolaimus de Man 1922, Eutelolaimus de Man 1922
1313,1396.0,,1396,Length of neck 21 %; amphid 2 head-widths back .......................... ,Length of neck 21 %; amphid 2 head-widths back .......................... ,Aplectus Cobb 1914,Aplectus Cobb 1914
1314,1397.0,,1397,Neck under 7%; wings 0; amphid spiral,Neck under 7%; wings 0; amphid spiral,"Nema 2--4 mm.; width 1.5--4%:pharynx conoid, oft with small onchium ..... .",1399
1315,1398.0,,1399,"Nema 4-7 mm.; width 0.3-1%; phar. straight, closed, with pharyng. swelling ","Nema 4-7 mm.; width 0.3-1%; phar. straight, closed, with pharyng. swelling ",Laxus Cobb 1894,Laxus Cobb 1894
1316,1399.0,,1399,"Nema 2--4 mm.; width 1.5--4%:pharynx conoid, oft with small onchium ..... .","Nema 2--4 mm.; width 1.5--4%:pharynx conoid, oft with small onchium ..... .", Spirina Fil. 1918 (=Spira Bast. 1865), Spirina Fil. 1918 (=Spira Bast. 1865)
1317,1401.0,,1401,"Dorsal pharyng. wall thick, tooth-like; amph. monospire at lips; ceph. set. 4; renette far back","Dorsal pharyng. wall thick, tooth-like; amph. monospire at lips; ceph. set. 4; renette far back","Oesoph. glands not prominent; dorsal pharyng. element not uniformly thick, but heavy",1403
1318,1402.0,,1403,Oesoph. glands obscuring junct. of intest.; dorsal phar. element ±uniform ,Oesoph. glands obscuring junct. of intest.; dorsal phar. element ±uniform ,Onchium Cobb 1920,Onchium Cobb 1920
1319,1403.0,,1403,"Oesoph. glands not prominent; dorsal pharyng. element not uniformly thick, but heavy","Oesoph. glands not prominent; dorsal pharyng. element not uniformly thick, but heavy",Tooth-like thickening bent outward from beginning of vestibule,1407
1320,1404.0,,1407,Tooth-like thickening parallel to axis . . . . . .. .. .. . .... .. .. .. .... .. . . ,Tooth-like thickening parallel to axis . . . . . .. .. .. . .... .. .. .. .... .. . . ,Camacolaimus de Man 1889(=Digitonchua Cobb 1920 = Acontiolaimu.s Fil. 1918),Camacolaimus de Man 1889(=Digitonchua Cobb 1920 = Acontiolaimu.s Fil. 1918)
1321,1407.0,,1407,Tooth-like thickening bent outward from beginning of vestibule,Tooth-like thickening bent outward from beginning of vestibule,"Point of Y-shaped ""onchium"" duplex . . .. . .. .. ....... . ..... . . . . ..........",1409
1322,1408.0,,1409,"Point of ""onchium"" single ..... .. ...... . .......... . ............... . ","Point of ""onchium"" single ..... .. ...... . .......... . ............... . ",Acmaeolaimus Fil. 1918,Acmaeolaimus Fil. 1918
1323,1409.0,,1409,"Point of Y-shaped ""onchium"" duplex . . .. . .. .. ....... . ..... . . . . ..........","Point of Y-shaped ""onchium"" duplex . . .. . .. .. ....... . ..... . . . . ..........", Ypsilon Cobb 1920, Ypsilon Cobb 1920
1324,1410.0,,1410,"Oesophagus plain, i.e. without median or posterior bulb or swelling (for alternative see preceding page)","Oesophagus plain, i.e. without median or posterior bulb or swelling (for alternative see preceding page)",Amphid known (for alternative see preceding page),1444
1325,1411.0,,1444,Amphid not known or obscure (for alternative see next page),Amphid not known or obscure (for alternative see next page),Female known; spinneret present,1417
1326,1412.0,,1417,Female not known,Female not known,"Habitat fresh water, marsh or sand",1414
1327,1413.0,,1414,Habitat marine; lip region discoid; odontia 6: ceph. set.4; amphid small .....,Habitat marine; lip region discoid; odontia 6: ceph. set.4; amphid small ....., (Stephanolaimus Ditlev. 1918), (Stephanolaimus Ditlev. 1918)
1328,1414.0,,1414,"Habitat fresh water, marsh or sand","Habitat fresh water, marsh or sand",Hemispherical cap none; setae O; spinneret 0; wings double; bursa striate .. . .,1416
1329,1415.0,,1416,"Hemispherical ""cap"" wider than neck, edge setose; phar. conoid; spinneret pres. ","Hemispherical ""cap"" wider than neck, edge setose; phar. conoid; spinneret pres. ",Diplolaimus Linst. 1876,Diplolaimus Linst. 1876
1330,1416.0,,1416,Hemispherical cap none; setae O; spinneret 0; wings double; bursa striate .. . . ,Hemispherical cap none; setae O; spinneret 0; wings double; bursa striate .. . . ,Macroposthonia de Man 1880,Macroposthonia de Man 1880
1331,1417.0,,1417,Female known; spinneret present,Female known; spinneret present,"Ovaries 2, reflexed",1423
1332,1418.0,,1423,Ovary 1; marine,Ovary 1; marine,Gonad Q outstretched; cephalic setae 4,1420
1333,1419.0,,1420,"Gonad Q reflexed; ceph. set. 0, pharynx denticulate; post. ovary undev.; wings pres. ","Gonad Q reflexed; ceph. set. 0, pharynx denticulate; post. ovary undev.; wings pres. ",Dasylaimus Cobb 1933,Dasylaimus Cobb 1933
1334,1420.0,,1420,Gonad Q outstretched; cephalic setae 4,Gonad Q outstretched; cephalic setae 4,The ovary posterior; nema 1 mm.; neck 19%; vulva 35% ...................... .,1422
1335,1421.0,,1422,The ovary anterior; nema 3 mm.; neck 12%; vulva 75% ....................... . ,The ovary anterior; nema 3 mm.; neck 12%; vulva 75% ....................... . ,Krampia Ditlev. 1922,Krampia Ditlev. 1922
1336,1422.0,,1422,The ovary posterior; nema 1 mm.; neck 19%; vulva 35% ...................... . ,The ovary posterior; nema 1 mm.; neck 19%; vulva 35% ...................... . ,Asymmetrica Kreis 1929,Asymmetrica Kreis 1929
1337,1423.0,,1423,"Ovaries 2, reflexed","Ovaries 2, reflexed",Habitat marine (for alternative see precedmg page),1427
1338,1424.0,,1427,Habitat fresh water (for alternative see next page),Habitat fresh water (for alternative see next page),"Lips 6, thin; pharynx larger, domed; onchia in posterior chamber ................ .",1426
1339,1425.0,,1426,"Lips 3, rounded; pharynx small, closed; onchium minute, deepeet ...... . . ... .......","Lips 3, rounded; pharynx small, closed; onchium minute, deepeet ...... . . ... .......", (Tripyla Baat. 1865) (=Promononchua Micol. 1923), (Tripyla Baat. 1865) (=Promononchua Micol. 1923)
1340,1426.0,p 22,1426,"Lips 6, thin; pharynx larger, domed; onchia in posterior chamber ................ . ","Lips 6, thin; pharynx larger, domed; onchia in posterior chamber ................ . ",(Trilobus Bast. 1865),(Trilobus Bast. 1865)
1341,1427.0,,1427,Habitat marine (for alternative see precedmg page),Habitat marine (for alternative see precedmg page),"Wings 0, striae plam, not altered laterally; cephalic setae present· Enoplidae",1429
1342,1428.0,,1429,Wings consp_1c.; str~aeof dots; ceph. set. 0;pharynx denticulate; post.ovary undev .. ,Wings consp_1c.; str~aeof dots; ceph. set. 0;pharynx denticulate; post.ovary undev .. ,Dasylaimu8 Cobp 1933,Dasylaimu8 Cobp 1933
